Colibrí Picaflor,Alfonso Salas,Aventura,Sep 2014,148,104
"Tijuana, Mexico",Juan Carlos Fernández Fernández-Avilés,Ficción Contemporánea,Sep 2014,267,43
Carretera,W. J. ,Aventura,Sep 2014,706,230
Mamed Casanova,Carlos Maza,Aventura,Sep 2014,169,156
Memorias de los Ultimos Tiempos: Memorias de Matthew Mahlis. Libro I,José Benhur Márquez Sánchez,Ciencia Ficción,Sep 2014,399,209
Guiños a la Realidad,Artea,Ciencia Ficción,Sep 2014,573,156
La Nave Fugitiva,Carlos Maza Gómez,Aventura,Sep 2014,402,124
¡Gotas de lo Bueno!,stoneyami0210@gmail.com,Aventura,Sep 2014,82,7
Amante,Jard,Ficción Contemporánea,Sep 2014,2744,607
My Lady - Los 17 Jinetes,Elizabeth Gómez Aguilar,Novela Juvenil,Sep 2014,391,211
El Atrapa Sueños,Ricardo Franco,Ciencia Ficción,Sep 2014,2436,93
Mujer de Muerte Negra,"Rafael Pérez, Carper",Terror ,Sep 2014,548,2
El Caballero Infiel ,Manuel Cubero,Aventura,Sep 2014,165,16
El Rincón del Diablo ,Enrique Lama Lama - Rey Perlam,Aventura,Sep 2014,161,8
Juego de Muñecas,Esteban Gil Girón,Aventura,Aug 2014,318,433
El Anticristo,Artereo,Lecturas Rápidas,Aug 2014,192,11
Realidad de un Largo Sueño,Mario Galarza,Aventura,Aug 2014,192,21
Germán de la Frontera,Shannon Corbera Parcerisas,Literatura Infantil,Aug 2014,203,2
Tiempo de Algarrobas,Manuel Cubero,Aventura,Dec 2014,540,72
Taking Chances,Edurne Tercero Carmona,Aventura,Nov 2014,712,N/A
Más Allá de lo Establecido,Joselito Montero,Aventura,Nov 2014,520,76
Tierra De Leyendas - El Mal Nunca Muere,J. A. Estacio,Ciencia Ficción,Nov 2014,1447,274
Istmo,Gonzalo Lara,Novela Histórica,Nov 2014,962,268
Greg,W.J.Ralde,Novela Juvenil,Nov 2014,633,160
La Princesa y los Dragones,Lilithen,Literatura Infantil,Nov 2014,1390,25
El Candidato (Cuento),Roberto Attias,Aventura,Oct 2014,263,60
Gata ,Lilihen,Novela Juvenil,Oct 2014,1261,91
El Diario de Kiara,Maiko Teraoka,Novela Misterio,Oct 2014,3561,277
Vagabundos. Libro Uno,Kristeelton,Aventura,Jan 2015,773,198
Noah,Valentina,Ciencia Ficción,Dec 2014,988,2234
El Mejor Invento,Axel Gomez,Lecturas Rápidas,Dec 2014,339,21
Argumentos para Andar,Raul Ceruti,Aventura,Dec 2014,269,87
"Balot, El Cazador de Gemas",Rodiark,Aventura,Dec 2014,371,22
La Espada Invencible,Marta Elías,Aventura,Dec 2014,718,280
Ojo de Hierro,Yordanis Valdez,Aventura,Dec 2014,236,21
Entregado en la Vía Pública,Raul Ceruti,Ficción Contemporánea,Dec 2014,137,109
El Avatar Cosmico,Luis Alberto Alves Ferreira,"Religión, Espiritualidad",Dec 2014,250,46
Los Caminos de la Fuerza. Episodio 1: El Resplandor y la Sombra.,David Garrido Navarro,Ciencia Ficción,Nov 2014,2508,179
Impune,Gato Negro,Novela Misterio,Feb 2015,934,58
¿Y qué si no es mi Hermana?,Caroline y Valentina Rebolledo Ospino,Romance,Feb 2015,3538,267
Otros Cuentos ,Lili,Lecturas Rápidas,Feb 2015,1043,46
De Repente un Verano,Caby,Romance,Feb 2015,4465,440
Guerrero de la Redención,Jennifer Morse y William Mortimer,Aventura,Feb 2015,1073,132
El Caminante de las Cíes,José Manuel Da Rocha Cavadas,Aventura,Jan 2015,224,99
El Reo del Arbol,Usbaldo Volcán,Aventura,Jan 2015,283,150
Ayudame a Recordarte: Confesiones,Génesis L Pantoja,Romance,Jan 2015,1256,157
La Vida de Pi,Yann Martel,Aventura,Jan 2015,876,1271
Gabriel,Valenti,Ciencia Ficción,Jan 2015,1393,2631
Pecahondo,Da Basco Eduardo,Aventura,May 2015,356,53
Im Garten Eden,FTMasSana,Aventura,May 2015,567,100
Raices de Amarguras,Juan Ant Guzmán,Clásicos: Novelas y Cuentos,Apr 2015,568,32
Los Hijos No Vienen Con Manual,Ciberautores.com,"Salud, Deportes",Apr 2015,1537,70
El Sueño y la Realidad,Alberto Pinilla,Clásicos: Novelas y Cuentos,Mar 2015,440,91
El Secreto del Emperador,José María Sánchez Osuna,Aventura,Mar 2015,2182,169
El Misterioso Crimen del Hostal Takapu,José Campot,Ficción Contemporánea,Mar 2015,1013,201
Deus ex Machina 2.0,Oliver Mara,Ciencia Ficción,Mar 2015,752,401
La Nota,Gato Negro,Novela Misterio,Feb 2015,815,32
Cartas Hacia mi,Gato Negro,Novela Misterio,Feb 2015,1143,67
Crónicas de OSLO 3 - El Pecado,W. J. Ralde,Ficción Contemporánea,Aug 2015,617,184
Recuerda que un dia Morirás,Morningstar,Lecturas Rápidas,Jul 2015,963,5
Nada,Jan T.,Aventura,Jul 2015,389,84
La Isla ,L.O. ,Aventura,Jul 2015,764,138
Bases de OVNIS en la Tierra,Douglas O’B.,Ciencia Ficción,Jul 2015,2744,118
El Secreto de las Estrellas Oscuras,Anton P.,Ciencia Ficción,Jul 2015,3032,324
El Puñitos,Josué Figueroa Palma,Novela Juvenil,Jul 2015,204,21
Secretos de la Manigua,Sandra Jaramillo,Aventura,Jul 2015,408,24
Poquetito de Morondanga,Adri Delfini,Ciencias Naturales,Jun 2015,149,68
El Pabellón de la Mandragora,Emilio Alberto Restrepo,Novela Misterio,May 2015,741,210
Vocerrante 17 - Detectivesca,Raúl Ceruti,Aventura,Sep 2015,135,29
Durmiendo con la Muerte,Edith Munguia Matarrita,Aventura,Sep 2015,2872,268
Guión Adaptado,Juan Felix Sanchez,Ficción Contemporánea,Sep 2015,173,149
Una De Piratas,Juan Nadie,Lecturas Rápidas,Sep 2015,584,7
El Mensaje,Sabuat Urbina,Romance,Sep 2015,3019,211
Acéchame Nathan,Caroline Rebolledo Ospino,Romance,Sep 2015,1054,133
Castigo,Heiner Flores,Novela Misterio,Sep 2015,1396,29
Los Embajadores,Henames,Clásicos: Novelas y Cuentos,Aug 2015,1248,N/A
El Eco,Henry James,Clásicos: Novelas y Cuentos,Aug 2015,501,N/A
Escuadron Letal: La Misión,Erick Morillo,Aventura,Aug 2015,737,83
La Gran Historia de Filoseter Primera Parte,Kevin Cervantes,Aventura,Nov 2015,106,7
Vocerrante 21 - Aquelarre,Raúl Ceruti,Aventura,Oct 2015,55,25
Las Garras de la Tigresa,Robert E. Howard,Aventura,Oct 2015,311,N/A
La Espada Salvaje ,RoHow.,Aventura,Oct 2015,344,N/A
La Llegada ,Rober,Aventura,Oct 2015,287,N/A
Conan,Robeoward,Novela Juvenil,Oct 2015,552,N/A
Hasta Siempre,Shannon Corbera Parcerisas,Novela Juvenil,Oct 2015,1463,101
Todo Está Bajo Control,Carlos Arroyo Cobos,Aventura,Oct 2015,288,67
Vocerrante 18 - Desértica,Raúl Ceruti,Aventura,Oct 2015,45,22
Zoya,Daniela Stil,Aventura,Oct 2015,1950,N/A
Subliminal,Raquel Couto Antelo,Ficción Contemporánea,Feb 2016,211,N/A
Vocerrante 29 - Diálogo Imposible,Raúl Ceruti,Aventura,Jan 2016,32,19
Vocerrante 28 - Cuaderno de Viajes,Raul Ceruti,Aventura,Jan 2016,28,22
Los Caminos de la Fuerza. Episodio II: La Forja de un Sith,David Garrido Navarro,Ciencia Ficción,Jan 2016,1102,689
La Tumba Negra,Ahmet Umit,Aventura,Jan 2016,1174,N/A
Leviatán,Blade & Yoss,Ciencia Ficción,Dec 2015,1057,300
Trilogía Romana,Abel Carvajal,Aventura,Nov 2015,2283,161
El Relato de Nuestros Miedos,Caroline Rebolledo Ospino,Romance,Nov 2015,743,122
Vocerrante 22 - Heroica,Raúl Ceruti,Aventura,Nov 2015,31,33
"Jaguar, el Devorador de Almas Vol.1",Fco Miguel Garcia Franco,Aventura,Nov 2015,610,420
Tinieblas en la Ciudad,Txetxu Nuñez,Novela Juvenil,Apr 2016,1182,N/A
De Yokohama a Buenos Aires,Carlos Duro,Aventura,Apr 2016,111,N/A
Viejos Cuentos,Carlos Duro,Aventura,Apr 2016,158,N/A
El Juicio de los Espejos. Las Lágrimas de Dios,Alexander Copperwhite,Aventura,Apr 2016,2200,N/A
Guaro y Yolida; Insulso Amor,Oscar A. Bermúdez,Romance,Apr 2016,117,21
El Destino de Yonny Ralo,Darío Cabrera,Aventura,Apr 2016,91,N/A
Santo Pilato,Carlos Duro,Novela Misterio,Apr 2016,115,N/A
Los Hijos del Capitan Grant Tomo1,Verne,Aventura,Mar 2016,158,142
Talos. Saga,Juan Manuel ,Aventura,Mar 2016,137,N/A
Acero por corazón  ,Anneenwood,Romance,Mar 2016,1495,N/A
María la Diosa,Alberto Lovera Viana,Aventura,Apr 2016,369,441
Misteriosa Isla,Dennane,Novela Misterio,Apr 2016,768,N/A
El Último Cuento de Hadas,Héctor Arteaga Hernández,Aventura,Apr 2016,1985,44
Chicas Temerarias,A. V.,Aventura,Apr 2016,271,N/A
Evidencia Circunstancial,Jesús Quintanilla Osorio,Novela Misterio,Apr 2016,1121,27
Mueren los Viernes,"Fair, A.",Aventura,Apr 2016,240,N/A
Demoangel,Luiggi A. Urbina Lira,Aventura,Apr 2016,393,236
La Brisa en la que se Desenvuelve el Frenesí,Miguel Ángel Guerrero Ramos,Novela Misterio,Apr 2016,228,251
El Desembarco de Alhucemas,Carlos Maza,"Historia, Geografía, Ciencias Políticas",Apr 2016,408,172
Travesía por el CONGO Incierto Salvaje,RIchard  BArreda,Aventura,Apr 2016,185,129
Extremo Romance,Anuza,Romance,Jun 2016,770,N/A
Todo ,Patricia A.,Romance,Jun 2016,1195,N/A
Re Scátame,Lorena ,Romance,Jun 2016,915,N/A
Vikingo,Txetxu Nuñez,Novela Juvenil,Jun 2016,352,N/A
La Roca , Hill,Romance,Jun 2016,581,N/A
Venus,Pilar P.,Aventura,May 2016,304,N/A
Amor De Segunda,Pilar P.,Novela Misterio,May 2016,941,N/A
Cierra los Ojos y Entrégate,Pilar P.,Aventura,May 2016,750,N/A
Vocerrante 39 - El Caballero Inmóvil Don Hernando Molinos de Viento,Raúl Ceruti,Aventura,May 2016,33,23
Sinestesia: Sagas Cero,Kuroneko,Aventura,Apr 2016,338,45
Boleria. Capítulos 16-20,K.S.Girtab,Aventura,Aug 2016,641,N/A
El Aro,Koji,Terror ,Aug 2016,1489,187
Traspaso ,LMacchi,Ficción Contemporánea,Aug 2016,754,351
El Escondite,IanR,Novela Misterio,Jul 2016,765,N/A
Catarey,Emilio Doñe,Clásicos: Novelas y Cuentos,Jul 2016,165,2
El caso del barco ,ErlGardner,Aventura,Jul 2016,379,N/A
Salvaje Oeste,Varios Autores,Aventura,Jun 2016,270,N/A
Llaves,Nomero,Novela Juvenil,Jun 2016,1838,N/A
En Línea con Amber,Alvaro Canuza,Romance,Jun 2016,776,N/A
Redención,Kriendia,Romance,Jun 2016,347,N/A
El Hogar del los Personajes de Cuentos Perdidos,Pedro Molina Cortés,Aventura,Mar 2016,258,N/A
Las Aventuras de Julio Moreno,Julio Moreno,Novela Juvenil,Mar 2016,221,N/A
Dos Destinos,Wilkns,Aventura,Feb 2016,592,N/A
En Medio del Cielo y los Muertos,Hector Melendez,Aventura,Feb 2016,287,389
Manual Para no? ser un Pringao,Ana Vega Burgos,Aventura,Feb 2016,221,62
Leire y Compañía (Libro en Gallego),Raquel Couto Antelo,Aventura,Feb 2016,41,N/A
Subliminal (Libro en Gallego),Raquel Couto Antelo,Novela Misterio,Feb 2016,52,N/A
Leire y Compañía,Raquel Couto Antelo,Ciencia Ficción,Feb 2016,234,N/A
Negro,Alexander Copperwhite,Aventura,Feb 2016,1547,N/A
In Nomini Patri,Alexander Copperwhite,Aventura,Feb 2016,876,N/A
Cyteeen La Traición,C.J. Cherryh,Ciencia Ficción,Aug 2016,428,N/A
Muerte en Absalón,Martin Cid,Aventura,Aug 2016,343,298
Premios,Thomas ,Aventura,Aug 2016,128,N/A
Boleria Capítulos 21-25,K.S.Girtab,Ciencia Ficción,Aug 2016,555,N/A
Los Coleccionistas,Baldci,Aventura,Aug 2016,1534,N/A
Falsa ,Anne P,Novela Misterio,Aug 2016,2113,N/A
Dos Hombres ,T.J. ,Ficción Contemporánea,Aug 2016,223,N/A
La Sonrisa del Presidente,Luis Aldana,Terror ,Aug 2016,322,21
Una Pérdida,Anni P,Novela Misterio,Aug 2016,1121,N/A
Muerte,David B.,Aventura,Aug 2016,764,N/A
Al Borde ,SA,Novela Histórica,Sep 2016,608,N/A
Londres ,Santamaria,Romance,Sep 2016,902,N/A
Boleria. Capítulos 26-30,K.S.Girtab,Ciencia Ficción,Aug 2016,636,N/A
El Demonio ,RO,Novela Misterio,Aug 2016,875,N/A
La amante del diablo,Julieta D.,Romance,Aug 2016,1236,N/A
Ojos prestados,Lily Boniforti,Novela Misterio,Aug 2016,1395,248
La cueva del lagarto,Laura Kachorroski,Clásicos: Novelas y Cuentos,Aug 2016,1021,149
Los guardianes ,Juan,Aventura,Aug 2016,586,N/A
Locura ,Virginia ,Aventura,Aug 2016,639,N/A
El Espejo ,León ,Novela Histórica,Aug 2016,1614,N/A
 Alquimista,PC,Aventura,Nov 2016,1262,N/A
Libros del Cielo,NC,Aventura,Nov 2016,512,N/A
Amor Peligroso,Sofía S. R.,Aventura,Nov 2016,729,N/A
Mortal,John F,Novela Misterio,Oct 2016,255,N/A
Club,David ,Aventura,Oct 2016,519,N/A
El Borracho ,Julián ,Clásicos: Novelas y Cuentos,Oct 2016,208,N/A
Los Guardianes ,Juan ,Novela Histórica,Oct 2016,1092,N/A
Cautivada ,Paula ,Romance,Oct 2016,1594,N/A
Solfeo,YG,Aventura,Sep 2016,253,276
El Nazi ,Rafael,Aventura,Sep 2016,667,N/A
Horror en Londres,N. Meyer,Aventura,Dec 2017,513,N/A
El acero,David Davac.,Novela Negra- Policiaca,Dec 2017,955,N/A
El detective y La nariz de payaso,Eloy Barba,Novela Juvenil,Dec 2017,339,N/A
El Señor de la Guerra de Jane ,Angela K,Aventura,Nov 2017,293,N/A
Los 3 Guerreros,"juan nicolas junco osorio, hamilton rodriguez y al",Aventura,Nov 2017,72,3
El mal Tiempo,P. G. Wodehouse,Aventura,Nov 2017,133,N/A
La Feria de las Vanidades,William Makepeace Thackeray,Aventura,Nov 2017,282,N/A
La Flecha Negra,Robert Stevenson,Aventura,Nov 2017,200,N/A
Un Plan Para Tres,J.L. Tormo,Aventura,Nov 2017,162,N/A
Guardianes del Tiempo,Armando Diaz Matamoros,Aventura,Oct 2017,740,251
La Broma,Milan Kundera,Aventura,Feb 2017,694,N/A
Susurros,Karina,Romance,Feb 2017,811,N/A
La Edad de Piedra,Manuel E. Piza,Aventura,Feb 2017,381,120
En Llamas,Suzana,Aventura,Jan 2017,813,N/A
Los Juegos ,S C,Aventura,Jan 2017,698,N/A
Los Juegos ,S. C. ,Aventura,Jan 2017,837,N/A
Cobardía,Greene,Novela Misterio,Jan 2017,709,N/A
El Caso Canterac,Carlos Maza,Novela Misterio,Jan 2017,457,100
Alienígenas a Diario,A.J. Averats,Ciencia Ficción,Jan 2017,524,N/A
Paraíso y Quimera. El inicio de las aventuras,Max Hernández,Aventura,Dec 2016,335,122
Salvación - Elfos Oscuros 3,Jet Mykles,Aventura,May 2017,792,203
Domada - Elfos Oscuros 2,Jet Mykles,Aventura,May 2017,900,166
Tomada - Elfos Oscuros 1,Jet Mykles,Aventura,May 2017,1295,153
Gladiadores de la Luz V: Apocalipsis - F. A. F. Vásconez,Entreescritores.com,Ciencia Ficción,Mar 2017,198,455
Convergencia: Génesis,Heiner Flores Bermúdez,Ciencia Ficción,Mar 2017,563,266
Salvada por ti,Banas ,Aventura,Mar 2017,526,N/A
Gaia Durmiente,Alex,Ciencia Ficción,Mar 2017,1185,151
El Muerto Resucitado,Carlos Maza,Ficción Contemporánea,Mar 2017,261,108
El Águila ,Simon ,Aventura,Mar 2017,613,N/A
Ángeles en las Sombras - Primera Parte,Alberto Pinilla,Aventura,Feb 2017,290,133
Ládir y Los Melcheros,Javier Sermanz,Aventura,Jun 2017,337,169
La Última Expedición ,Marco Alonso ,Ciencia Ficción,Jun 2017,764,79
"Un, dos, tres, por mí",Gerardo G. Loa,Novela Juvenil,Jun 2017,734,88
Personajes Originales,Carlos Arita,Ciencia Ficción,Jun 2017,112,350
Justa Venganza,Iñaki Santamaría,Novela Misterio,Jun 2017,737,N/A
HOB - Panteras Negras,Javier Sermanz,Aventura,Jun 2017,138,118
La Lllamada de la Selva,Jack London,Clásicos: Novelas y Cuentos,Jun 2017,271,88
HOB: La Caída del Autarka,Javier Sermanz,Aventura,May 2017,215,111
Descubrimiento - Elfos Oscuros 5,Jet Mykles,Aventura,May 2017,666,202
Disidencia - Elfos Oscuros 4,Jet Mykles,Aventura,May 2017,700,227
Cubanas S.A.,Armando León,Novela Negra- Policiaca,Sep 2017,519,135
Hijas de Venus,Armando León,Novela Negra- Policiaca,Sep 2017,597,161
La Chica con Aura de Fuego,Erika J Valenzuela,Aventura,Sep 2017,217,53
"Otto Verlinger, Comandante de los Panteras Negras",Javier Sermanz,Aventura,Sep 2017,103,161
Katutura,Félix Gutiérrez Hornes,Aventura,Aug 2017,77,112
IKITOS manatial post apocalíptico,J. C. LUC4S,Aventura,Aug 2017,77,15
Pasos en la ciudad,Branden Neeson,Aventura,Aug 2017,416,168
La Manada,Luis Garrillo,Aventura,Aug 2017,115,62
Hijo de Nadie,Cristina Vañecek,Ficción Contemporánea,Jul 2017,770,63
Arnald y el Misterio de la Cruz,Jose Manuel Tormo,Aventura,Jul 2017,379,33
Estirpe de Mujer,Txetxu Nuñez,Ficción Contemporánea,Mar 2018,130,N/A
El chico,L.R.,Romance,Mar 2018,860,N/A
La torre de los ocho jorobados,Carrere Emilio,Aventura,Feb 2018,275,N/A
Amor médico,Radlife,Romance,Feb 2018,485,N/A
Sala de Emergencia,R.L.Nodan,Aventura,Feb 2018,401,N/A
Alerta,Radlife,Romance,Feb 2018,261,N/A
Flores en la carretera,Alejandro Hernández Mayor,No Ficción,Feb 2018,255,147
Los Tesoros Mas Preciados,Jose Arnulfo Tarin Ornelas,No Ficción,Feb 2018,128,62
Espanol. Rambo,W.L.,Aventura,Feb 2018,239,195
Tok. Una historia de magia,Pablo Reig Mendoza,Ciencia Ficción,Jan 2018,745,N/A
The Seher (español),FERNANDO DAVID AGUILAR,Romance,May 2018,170,16
Una vida cualquiera: Dubotsky y la Gorda,Au Centeno,Aventura,May 2018,149,173
"Venta al por mayor, la última venta",JOSÉ CASERO SÁNCHEZ,Novela Negra- Policiaca,May 2018,229,99
Cuando Te Conocí,Rossy,Romance,May 2018,487,49
Mi Tipo,Valentina Soriano Zapata,Aventura,Apr 2018,603,483
El inquilino de al lado,M. Martin,Novela Misterio,Apr 2018,621,36
El Reino de Terraluce - La Espada Real,Lilith Cohen,Aventura,Apr 2018,171,285
Istanblues,Xavier Molina,Aventura,Mar 2018,839,203
Cuando Fuimos A Ver El Fin Del Mundo,Carr Terry,Ciencia Ficción,Mar 2018,246,N/A
Destino,Adri Antón,Romance,Mar 2018,803,103
Antonazzi,Flavio Vaccarella,Ficción Contemporánea,Jul 2018,124,N/A
Tacones y Cañones,Hector Javier Sanchez Perez,Novela Negra- Policiaca,Jul 2018,419,233
El medallón mágico,Txetxu Núñez,Novela Juvenil,Jul 2018,455,N/A
La Luz de Asynjur,Iñaki Campomanes,Novela Juvenil,Jun 2018,322,56
Total Energía,R.J. Barán,Ciencia Ficción,Jun 2018,486,39
El cuaderno,Paul A.,Despertar Espiritual,Jun 2018,315,N/A
Karma (No. ),Iván Mancilla Cartas,Ciencia Ficción,Jun 2018,394,47
El circo de la momia,Pedro Bosch,Aventura,Jun 2018,199,130
La sombra de un terrorista,Miguel Iván Bobadilla,Ficción Contemporánea,Jun 2018,309,78
Las crónicas de la madre Tierra. 2 Los sobrevivientes de TYAMATH,Jorge Antonio Buckingha,Ciencia Ficción,May 2018,300,223
Una historia inmortal ,Freddy Enrique Hoyos Dueñas,Aventura,Oct 2018,193,N/A
El Enemigo,Jacinto Octavio Picón,Aventura,Aug 2011,4103,337
La Montaña,Élisée Reclus,Aventura,Aug 2011,1244,55
Theudemir,Braulio Javaloyes Soto,Aventura,Aug 2012,1656,226
El Valle de las Vidas Perdidas,Luis Ernesto Romera,Aventura,Aug 2012,5620,121
El orden de la rosa negra,FREDDY ENRIQUE HOYOS DUEÑAS,Aventura,Sep 2018,370,N/A
Historia de una Parisiense,Octave Feuillet,Aventura,Jul 2011,3245,N/A
La gata,A. Green,Aventura,Aug 2018,321,N/A
Profeta,A.J.Q.,"Religión, Espiritualidad",Jul 2018,451,N/A
Nada es lo que aparece,B.Ch.,Novela Negra- Policiaca,Jul 2018,560,N/A
El Idilio de un Enfermo,Armando Palacio Valdés,Ficción Contemporánea,Aug 2011,3602,188
Misterio,N.H.,Novela Misterio,Nov 2018,133,N/A
Transmutaciones oníricas -Libro primero-,Francisco López (Fisquero),Aventura,Nov 2018,114,N/A
Héroe,S.Y.,Romance,Nov 2018,468,N/A
El País de los Sueños Perdidos,Jakayima Batista,Aventura,Nov 2018,204,N/A
Un Viaje de Novios,Emilia Pardo Bazán,"Viajes, Guías",Aug 2011,3025,110
Torquemada en la Hoguera,Benito Pérez Galdós,Aventura,Aug 2011,2312,110
La Leyenda de los Tarazashi.,Francisco Angulo Lafuente,Ficción Contemporánea,Feb 2012,915,260
El origen de un inmortal,Diego Alfonzo Hurtado Medina,Aventura,Dec 2017,838,151
El hombre millonario,Ana G.,Romance,Oct 2018,355,N/A
Facundo,Domingo Faustino Sarmiento,Aventura,Aug 2011,4067,202
El desierto,F. Mauriac,Clásicos: Novelas y Cuentos,Dec 2018,210,N/A
Esperanza,María F.,Romance,Dec 2018,385,N/A
Ana y la casa de los Sueños,L.M. Montgomery,Novela Juvenil,Jun 2012,4544,N/A
¡Policía! ¡detenga a ese libro!,Albert Segurana,Novela Juvenil,Jun 2012,1404,221
La Mancha en la Pared,Virgina Woolf,Clásicos: Novelas y Cuentos,Jun 2012,797,N/A
Amor,S.W.,Romance,Dec 2018,327,N/A
El rifle de la muerte,NELSON PADRON,Novela Negra- Policiaca,Dec 2018,398,N/A
El Mar,Jules Michelet,Aventura,Aug 2011,5744,N/A
Plick y Plock,Eugène Sue,Ficción Contemporánea,Aug 2011,2661,N/A
El extraño viaje ,GLORIA CORRONS DE BONNE,Aventura,May 2019,246,N/A
Los Libros de Erigiend IV: La Quimera de Asgil.,Morgan Sagan,Aventura,May 2019,83,N/A
Vida Media,Artifacs,Aventura,May 2019,185,N/A
Horus Jepri VIII: Abraxas y la Secta de Avichaem,Edhome Studios,Aventura,Jul 2014,272,43
Juego de Suma Cero,Artifacs,Aventura,Apr 2019,210,N/A
La Desesperación,Yolanda Pinto,Novela Misterio,Aug 2013,473,11
Paternidad,Andre Theuriet,Aventura,Aug 2011,2458,136
SAIROTSIH UN UNIVERSO DE HISTORIAS,YEXFENSON BRITO,Aventura,Jan 2019,156,N/A
Un Amor en la Esquina,Luis Ernesto Romera,Romance,Feb 2013,2237,46
Reliquias: memorias de mi padre,naren duvan solano valencia,Aventura,Jan 2019,108,N/A
Alienígenas,Varios,Ciencia Ficción,Jul 2019,106,N/A
Enemigos,Stephen I.,Ciencia Ficción,Jul 2019,135,N/A
Mansfield Park,Jane Austen,Ficción Contemporánea,Oct 2011,6041,346
La Montaña Mágica,Thomas Mann,Ficción Contemporánea,Oct 2011,7491,1144
Decamerón,Giovanni Boccaccio,Clásicos: Novelas y Cuentos,Oct 2011,5781,294
El Faro del Fin del Mundo,Julio Verne,Literatura Infantil,Oct 2011,3457,72
El Guacho,Exequiel Ureta,Aventura,Jun 2019,135,N/A
La gran odisea de Agnok,Cesar Alberto Henrriquez Juarez,Aventura,May 2019,701,N/A
Raíz de la Unidad,Artifacs,Aventura,May 2019,123,N/A
Horus Jepri II: El Fénix Azul,Edhome Studios,Aventura,Jul 2014,532,10
Los Lobos de Roma,Jorge Alejandro Ricaldoni,Aventura,Oct 2019,611,245
Hatos,Branden Neeson,Aventura,Sep 2019,112,146
La leyenda,N. C.,Ciencia Ficción,Sep 2019,382,N/A
La cámara secreta,R.B.,Aventura,Sep 2019,390,N/A
Frío,Glen P.,Ciencia Ficción,Sep 2019,191,N/A
Halo.La caída de Reach,eric nylun,Ciencia Ficción,Jul 2012,8821,332
Sustentos,Branden Neeson,Aventura,Aug 2019,173,N/A
El Bastardo y la Medusa,Paul Andreas Wunderlich,Ciencia Ficción,May 2012,1177,29
Aventura de la Caja de Carton,Arthur Conan Doyle,Aventura,May 2012,3287,16
Rosa de Sangre,Tamara Carmona Sánchez,Romance,May 2012,14654,313
Traición,E.C.,Romance,Jan 2020,200,N/A
Confesiones,Thomas Mann,Aventura,Jan 2020,193,N/A
Lo que Queda de Cielo (Un Tropiezo de la Muerte),Nick N,Ficción Contemporánea,Sep 2015,1681,163
Estafada por el Destino,Elena Danciu,Lecturas Rápidas,Sep 2015,1010,56
Ilustrado,Wash. I.,Novela Juvenil,Dec 2019,91,N/A
Extrañas Relaciones,P.José,Ciencia Ficción,Dec 2019,112,N/A
Sinestesia: Dos dimensiones,Kuroneko,Aventura,Dec 2019,150,296
The journey trought his eyes,Katerin De Paz,"Viajes, Guías",Nov 2019,12,22
Plutonia,V. O.,Novela Juvenil,Nov 2019,139,N/A
William T.,Disparo,Ciencia Ficción,Nov 2019,92,N/A
Derecho Económico 1,"Teresita Morales, Rocío Melo, Marcela Hernández,","Lecturas, Cursos Universitarios",Sep 2013,583,123
La Oferta y la Demanda,Pérez Mismar C. y otros,Libros y Manuales: Secundaria,Sep 2013,548,12
Neoclásicos,Anónimo,Libros y Manuales: Secundaria,Sep 2013,176,19
El Capitalismo,Anónimo,Libros y Manuales: Secundaria,Sep 2013,483,13
Hoteleria,Sixto Báez,"Negocios, Economía",Sep 2013,2144,1
Pasteleria Artesanal,Cecilia Paseiro,Cocina,Sep 2013,2949,147
Hotelería. División de Cuartos,Anónimo,"Negocios, Economía",Sep 2013,550,103
Turismo y Alojamiento.,República de Venezuela,"Negocios, Economía",Sep 2013,510,31
Hotelería. Relaciones Públicas,Anónimo,"Negocios, Economía",Sep 2013,389,33
Cómo Ganar Dinero Por Internet (Guia para Emprendedores Culturales),Gabriel Piconero,"Negocios, Economía",Sep 2013,1189,59
De Parado a Empresario.  ¿Cómo Salir del paro Creando tu Propia Empresa?,Borja Prieto,"Autoayuda, Referencia",Oct 2013,1292,264
Diseño Industrial,Predica,"Negocios, Economía",Oct 2013,1207,113
Negocios Sucios. Bancos Españoles que Financian Armas,Setem,"Historia, Geografía, Ciencias Políticas",Oct 2013,123,64
Introducción a Cómo Comenzar en los Negocios de Comida Rápida,Ginesangel,"Negocios, Economía",Oct 2013,2428,109
Economía del Hogar,Javier Alonso Mosquera Isaza,"Autoayuda, Referencia",Sep 2013,582,31
Curso de Economía del Hogar,Centro de Abastecimiento del Hogar,"Autoayuda, Referencia",Sep 2013,400,41
Conceptos de Economía Hogareña,Alfredo Armando Aguirre,"Autoayuda, Referencia",Sep 2013,444,26
"Manos Emprendedoras, la Construcción de un Sueño ",Hernan Rivas,Estudios Latinoamericanos,Sep 2013,165,48
Elementos de Economía,Francisco Mochón Morcillo,"Lecturas, Cursos Universitarios",Sep 2013,947,33
Estrategias Alternativas Frente a la Globalizacion y al Mercado: la Experiencia Socialista,Mario González Arencibia,"Lecturas, Cursos Universitarios",Sep 2013,451,115
Gran Canaria en su Encrucijada - 3ª Edición,Daniel Garzon Senior,"Negocios, Economía",Mar 2014,77,388
10 Maneras de Ganar Dinero Desde Casa sin Inversion,Sebastian Rojas,"Negocios, Economía",Feb 2014,3474,35
